,GMIS.Region,Old.Region,GMIS.Division,Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
256,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Public Schools District Supervisor,10,0,10,100
257,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Registrar I,3,0,3,100
258,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Librarian I,3,0,3,100
259,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Librarian III,4,0,4,100
260,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Principal I,109,1,110,99.09
261,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Principal II,32,1,33,96.97
262,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Principal III,7,0,7,100
263,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,School Principal IV,4,0,4,100
264,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Schools Division Superintendent,1,0,1,100
265,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Security Guard I,18,0,18,100
266,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Security Guard II,2,0,2,100
267,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Senior Education Program Specialist,4,0,4,100
268,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Special Education Teacher I,27,3,30,90
269,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Special Education Teacher II,2,0,2,100
270,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Special Education Teacher III,8,0,8,100
271,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Special Science Teacher I,21,5,26,80.77
272,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Teacher I,1016,30,1046,97.13
273,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Teacher II,594,10,604,98.34
274,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Teacher III,2314,12,2326,99.48
275,Cordillera Administrative Region (CAR),CAR,Division of Benguet,Benguet,Watchman I,8,1,9,88.89
276,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Accountant III,1,0,1,100
277,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Aide I,59,1,60,98.33
278,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Aide III,6,1,7,85.71
279,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Aide IV,3,2,5,60
280,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Aide VI,6,3,9,66.67
281,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Assistant I,1,0,1,100
282,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Assistant II,58,2,60,96.67
283,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Assistant III,58,0,58,100
284,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Officer I,7,0,7,100
285,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Officer II,158,1,159,99.37
286,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Officer IV,4,0,4,100
287,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Administrative Officer V,2,0,2,100
288,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Assistant School Principal II,3,0,3,100
289,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Assistant Schools Division Superintendent,1,0,1,100
290,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Attorney III,1,0,1,100
291,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Chief Education Supervisor,2,0,2,100
292,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Dental Aide,1,0,1,100
293,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Dentist II,2,0,2,100
294,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Education Program Specialist II,5,0,5,100
295,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Education Program Supervisor,11,0,11,100
296,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Engineer III,1,0,1,100
297,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Guidance Counselor III,1,1,2,50
298,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Head Teacher I,17,0,17,100
299,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Head Teacher II,2,0,2,100
300,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Head Teacher III,53,2,55,96.36
301,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Head Teacher IV,1,0,1,100
302,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Information Technology Officer I,1,0,1,100
303,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Librarian I,1,0,1,100
304,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Librarian II,1,0,1,100
305,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Master Teacher I,119,0,119,100
306,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Master Teacher II,57,0,57,100
307,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Master Teacher III,3,0,3,100
308,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Medical Officer III,1,0,1,100
309,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Nurse II,27,0,27,100
310,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Planning Officer III,1,0,1,100
311,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Project Development Officer I,11,0,11,100
312,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Project Development Officer II,2,0,2,100
313,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Public Schools District Supervisor,10,0,10,100
314,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Registrar I,3,0,3,100
315,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,School Librarian I,3,0,3,100
316,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,School Librarian II,2,0,2,100
317,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,School Principal I,76,0,76,100
318,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,School Principal II,21,0,21,100
319,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,School Principal III,4,0,4,100
320,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Security Guard I,26,1,27,96.3
321,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Senior Education Program Specialist,4,0,4,100
322,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Special Education Teacher I,7,0,7,100
323,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Special Education Teacher II,1,0,1,100
324,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Special Education Teacher III,6,0,6,100
325,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Special Science Teacher I,2,0,2,100
326,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Teacher I,441,7,448,98.44
327,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Teacher II,287,4,291,98.63
328,Cordillera Administrative Region (CAR),CAR,Division of Ifugao,Ifugao,Teacher III,1356,9,1365,99.34
329,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Accountant I,1,0,1,100
330,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Accountant III,1,0,1,100
331,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Aide I,13,3,16,81.25
332,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Aide III,6,0,6,100
333,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Aide IV,3,1,4,75
334,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Aide VI,8,1,9,88.89
335,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Assistant II,32,2,34,94.12
336,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Assistant III,41,1,42,97.62
337,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Officer I,5,0,5,100
338,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Officer II,97,0,97,100
339,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Officer IV,5,0,5,100
340,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Administrative Officer V,2,0,2,100
341,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Assistant Schools Division Superintendent,1,0,1,100
342,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Attorney III,1,0,1,100
343,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Chief Education Supervisor,2,0,2,100
344,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Communications Equipment Operator I,1,0,1,100
345,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Communications Equipment Operator II,1,0,1,100
346,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Dentist II,3,0,3,100
347,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Education Program Specialist II,5,0,5,100
348,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Education Program Supervisor,10,1,11,90.91
349,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Engineer III,1,0,1,100
350,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Guidance Counselor III,2,1,3,66.67
351,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Head Teacher I,27,0,27,100
352,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Head Teacher III,36,0,36,100
353,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Head Teacher V,1,0,1,100
354,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Head Teacher VI,2,0,2,100
355,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Information Technology Officer I,1,0,1,100
356,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Librarian II,1,0,1,100
357,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Master Teacher I,84,1,85,98.82
358,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Master Teacher II,53,0,53,100
359,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Master Teacher III,3,0,3,100
360,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Medical Officer III,1,0,1,100
361,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Nurse II,20,1,21,95.24
362,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Planning Officer III,1,0,1,100
363,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Project Development Officer I,9,0,9,100
364,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Project Development Officer II,2,0,2,100
365,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Public Schools District Supervisor,10,0,10,100
366,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,School Librarian III,3,0,3,100
367,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,School Principal I,43,0,43,100
368,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,School Principal II,15,0,15,100
369,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,School Principal III,1,0,1,100
370,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Schools Division Superintendent,1,0,1,100
371,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Security Guard I,10,1,11,90.91
372,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Senior Education Program Specialist,4,0,4,100
373,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Special Education Teacher I,3,1,4,75
374,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Teacher I,286,2,288,99.31
375,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Teacher II,162,4,166,97.59
376,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Teacher III,927,4,931,99.57
377,Cordillera Administrative Region (CAR),CAR,Division of Kalinga,Kalinga,Watchman I,5,0,5,100
378,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Accountant III,1,0,1,100
379,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Aide I,23,2,25,92
380,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Aide II,1,0,1,100
381,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Aide III,10,1,11,90.91
382,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Aide IV,7,0,7,100
383,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Aide VI,8,0,8,100
384,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Assistant I,1,0,1,100
385,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Assistant II,57,7,64,89.06
386,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Assistant III,61,4,65,93.85
387,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Officer I,8,0,8,100
388,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Officer II,105,4,109,96.33
389,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Officer IV,8,0,8,100
390,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Administrative Officer V,1,1,2,50
391,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Assistant Schools Division Superintendent,1,0,1,100
392,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Attorney III,1,0,1,100
393,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Chief Education Supervisor,2,0,2,100
394,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Communications Equipment Operator III,1,0,1,100
395,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Dentist II,2,0,2,100
396,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Education Program Specialist II,5,0,5,100
397,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Education Program Supervisor,10,1,11,90.91
398,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Engineer III,1,0,1,100
399,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Farm Worker I,2,1,3,66.67
400,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Guidance Counselor III,2,3,5,40
401,Cordillera Administrative Region (CAR),CAR,Division of Mt. Province,Mt. Province,Head Teacher I,42,4,46,91.3
